SIM_ID,WEEK,OBS,REGIME,SIM_WK_REG_ID,OUTPUT,VALUE,PREV_REGIME,WTD_RET,RANK_RET,WTD_RET_ZSCORE,WTD_RET_MINMAXSCALE,D_RET
4,1,1,3,4 - 1 - 3,PRICE_1,88,3,-0.137254902,4,0.042840128,0.369369369,-0.137254902
4,1,2,3,4 - 1 - 3,PRICE_2,132,3,0.294117647,2,1.373404104,0.765765766,0.5
4,1,3,3,4 - 1 - 3,PRICE_3,112,3,0.098039216,3,0.768602297,0.585585586,-0.151515152
4,1,4,3,4 - 1 - 3,PRICE_4,47,3,-0.539215686,11,-1.197003577,0,-0.580357143
4,1,5,3,4 - 1 - 3,PRICE_5,158,3,0.549019608,1,2.159646453,1,2.361702128
4,1,6,3,4 - 1 - 3,PRICE_6,47,3,-0.539215686,11,-1.197003577,0,-0.702531646
4,1,7,3,4 - 1 - 3,PRICE_7,88,3,-0.137254902,4,0.042840128,0.369369369,0.872340426
4,1,8,3,4 - 1 - 3,PRICE_8,83,3,-0.18627451,6,-0.108360324,0.324324324,-0.056818182
4,1,9,3,4 - 1 - 3,PRICE_9,78,3,-0.235294118,7,-0.259560776,0.279279279,-0.060240964
4,1,10,3,4 - 1 - 3,PRICE_10,73,3,-0.284313725,8,-0.410761227,0.234234234,-0.064102564
4,1,11,3,4 - 1 - 3,PRICE_11,68,3,-0.333333333,9,-0.561961679,0.189189189,-0.068493151
4,1,12,3,4 - 1 - 3,PRICE_12,65,3,-0.362745098,10,-0.65268195,0.162162162,-0.044117647
4,2,0,0,4 - 2 - 0,PRICE_0,102,3,0,0,,,0
4,2,1,0,4 - 2 - 0,PRICE_1,65,3,-0.362745098,8,-0.89129292,0.1375,-0.362745098
4,2,2,0,4 - 2 - 0,PRICE_2,57,3,-0.441176471,11,-1.158680796,0.0375,-0.123076923
4,2,3,0,4 - 2 - 0,PRICE_3,115,3,0.12745098,4,0.779881305,0.7625,1.01754386
4,2,4,0,4 - 2 - 0,PRICE_4,111,3,0.088235294,5,0.646187367,0.7125,-0.034782609
4,2,5,0,4 - 2 - 0,PRICE_5,128,3,0.254901961,2,1.214386604,0.925,0.153153153
4,2,6,0,4 - 2 - 0,PRICE_6,120,3,0.176470588,3,0.946998728,0.825,-0.0625
4,2,7,0,4 - 2 - 0,PRICE_7,93,3,-0.088235294,7,0.044564646,0.4875,-0.225
4,2,8,0,4 - 2 - 0,PRICE_8,97,3,-0.049019608,6,0.178258584,0.5375,0.043010753
4,2,9,0,4 - 2 - 0,PRICE_9,65,3,-0.362745098,8,-0.89129292,0.1375,-0.329896907
4,2,10,0,4 - 2 - 0,PRICE_10,61,3,-0.401960784,10,-1.024986858,0.0875,-0.061538462
4,2,11,0,4 - 2 - 0,PRICE_11,54,3,-0.470588235,12,-1.25895125,0,-0.114754098
4,2,12,0,4 - 2 - 0,PRICE_12,134,3,0.31372549,1,1.414927511,1,1.481481481
4,3,0,2,4 - 3 - 2,PRICE_0,90,0,0,0,,,0
4,3,1,2,4 - 3 - 2,PRICE_1,80,0,-0.111111111,1,1.536029475,1,-0.111111111
4,3,2,2,4 - 3 - 2,PRICE_2,77,0,-0.144444444,2,1.291352214,0.918918919,-0.0375
4,3,3,2,4 - 3 - 2,PRICE_3,73,0,-0.188888889,3,0.965115865,0.810810811,-0.051948052
4,3,4,2,4 - 3 - 2,PRICE_4,69,0,-0.233333333,4,0.638879516,0.702702703,-0.054794521
4,3,5,2,4 - 3 - 2,PRICE_5,66,0,-0.266666667,5,0.394202255,0.621621622,-0.043478261
4,3,6,2,4 - 3 - 2,PRICE_6,63,0,-0.3,6,0.149524993,0.540540541,-0.045454545
4,3,7,2,4 - 3 - 2,PRICE_7,60,0,-0.333333333,7,-0.095152268,0.459459459,-0.047619048
4,3,8,2,4 - 3 - 2,PRICE_8,56,0,-0.377777778,8,-0.421388617,0.351351351,-0.066666667
4,3,9,2,4 - 3 - 2,PRICE_9,52,0,-0.422222222,9,-0.747624966,0.243243243,-0.071428571
4,3,10,2,4 - 3 - 2,PRICE_10,49,0,-0.455555556,10,-0.992302227,0.162162162,-0.057692308
4,3,11,2,4 - 3 - 2,PRICE_11,46,0,-0.488888889,11,-1.236979489,0.081081081,-0.06122449
4,3,12,2,4 - 3 - 2,PRICE_12,43,0,-0.522222222,12,-1.48165675,0,-0.065217391
4,4,0,1,4 - 4 - 1,PRICE_0,106,2,0,0,,,0
4,4,1,1,4 - 4 - 1,PRICE_1,94,2,-0.113207547,6,-0.362196712,0.122282609,-0.113207547
4,4,2,1,4 - 4 - 1,PRICE_2,90,2,-0.150943396,7,-0.402816904,0.111413043,-0.042553191
4,4,3,1,4 - 4 - 1,PRICE_3,85,2,-0.198113208,8,-0.453592144,0.097826087,-0.055555556
4,4,4,1,4 - 4 - 1,PRICE_4,81,2,-0.235849057,10,-0.494212336,0.086956522,-0.047058824
4,4,5,1,4 - 4 - 1,PRICE_5,76,2,-0.283018868,11,-0.544987576,0.073369565,-0.061728395
4,4,6,1,4 - 4 - 1,PRICE_6,105,2,-0.009433962,5,-0.250491184,0.152173913,0.381578947
4,4,7,1,4 - 4 - 1,PRICE_7,151,2,0.424528302,3,0.216641024,0.277173913,0.438095238
4,4,8,1,4 - 4 - 1,PRICE_8,417,2,2.933962264,1,2.917883794,1,1.761589404
4,4,9,1,4 - 4 - 1,PRICE_9,195,2,0.839622642,2,0.663463136,0.39673913,-0.532374101
4,4,10,1,4 - 4 - 1,PRICE_10,130,2,0.226415094,4,0.003385016,0.220108696,-0.333333333
4,4,11,1,4 - 4 - 1,PRICE_11,83,2,-0.216981132,9,-0.47390224,0.092391304,-0.361538462
4,4,12,1,4 - 4 - 1,PRICE_12,49,2,-0.537735849,12,-0.819173872,0,-0.409638554
4,5,0,2,4 - 5 - 2,PRICE_0,100,1,0,0,,,0
4,5,1,2,4 - 5 - 2,PRICE_1,89,1,-0.11,1,1.568965987,1,-0.11
4,5,2,2,4 - 5 - 2,PRICE_2,84,1,-0.16,2,1.215063885,0.88372093,-0.056179775
4,5,3,2,4 - 5 - 2,PRICE_3,80,1,-0.2,3,0.931942203,0.790697674,-0.047619048
4,5,4,2,4 - 5 - 2,PRICE_4,77,1,-0.23,4,0.719600941,0.720930233,-0.0375
4,5,5,2,4 - 5 - 2,PRICE_5,73,1,-0.27,5,0.43647926,0.627906977,-0.051948052
4,5,6,2,4 - 5 - 2,PRICE_6,69,1,-0.31,6,0.153357578,0.534883721,-0.054794521
4,5,7,2,4 - 5 - 2,PRICE_7,65,1,-0.35,7,-0.129764104,0.441860465,-0.057971014
4,5,8,2,4 - 5 - 2,PRICE_8,60,1,-0.4,8,-0.483666207,0.325581395,-0.076923077
4,5,9,2,4 - 5 - 2,PRICE_9,57,1,-0.43,9,-0.696007468,0.255813953,-0.05
4,5,10,2,4 - 5 - 2,PRICE_10,53,1,-0.47,10,-0.97912915,0.162790698,-0.070175439
4,5,11,2,4 - 5 - 2,PRICE_11,49,1,-0.51,11,-1.262250832,0.069767442,-0.075471698
4,5,12,2,4 - 5 - 2,PRICE_12,46,1,-0.54,12,-1.474592093,0,-0.06122449
4,6,0,1,4 - 6 - 1,PRICE_0,109,2,0,0,,,0
4,6,1,1,4 - 6 - 1,PRICE_1,94,2,-0.137614679,7,-0.414773942,0.044345898,-0.137614679
4,6,2,1,4 - 6 - 1,PRICE_2,89,2,-0.183486239,9,-0.454720068,0.033259424,-0.053191489
4,6,3,1,4 - 6 - 1,PRICE_3,85,2,-0.220183486,10,-0.486676969,0.024390244,-0.04494382
4,6,4,1,4 - 6 - 1,PRICE_4,111,2,0.018348624,5,-0.278957113,0.082039911,0.305882353
4,6,5,1,4 - 6 - 1,PRICE_5,194,2,0.779816514,2,0.384148578,0.266075388,0.747747748
4,6,6,1,4 - 6 - 1,PRICE_6,525,2,3.816513761,1,3.02858212,1,1.706185567
4,6,7,1,4 - 6 - 1,PRICE_7,169,2,0.550458716,3,0.184417948,0.210643016,-0.678095238
4,6,8,1,4 - 6 - 1,PRICE_8,142,2,0.302752294,4,-0.031291132,0.150776053,-0.159763314
4,6,9,1,4 - 6 - 1,PRICE_9,80,2,-0.266055046,11,-0.526623095,0.013303769,-0.436619718
4,6,10,1,4 - 6 - 1,PRICE_10,74,2,-0.321100917,12,-0.574558446,0,-0.075
4,6,11,1,4 - 6 - 1,PRICE_11,95,2,-0.128440367,6,-0.406784716,0.046563193,0.283783784
4,6,12,1,4 - 6 - 1,PRICE_12,93,2,-0.146788991,8,-0.422763167,0.042128603,-0.021052632
4,7,0,1,4 - 7 - 1,PRICE_0,98,1,0,0,,,0
4,7,1,1,4 - 7 - 1,PRICE_1,86,1,-0.12244898,6,-0.348136585,0.16,-0.12244898
4,7,2,1,4 - 7 - 1,PRICE_2,83,1,-0.153061224,7,-0.386699407,0.149090909,-0.034883721
4,7,3,1,4 - 7 - 1,PRICE_3,110,1,0.12244898,4,-0.039634011,0.247272727,0.325301205
4,7,4,1,4 - 7 - 1,PRICE_4,192,1,0.959183673,2,1.01441645,0.545454545,0.745454545
4,7,5,1,4 - 7 - 1,PRICE_5,317,1,2.234693878,1,2.62120069,1,0.651041667
4,7,6,1,4 - 7 - 1,PRICE_6,161,1,0.642857143,3,0.615933959,0.432727273,-0.492113565
4,7,7,1,4 - 7 - 1,PRICE_7,110,1,0.12244898,4,-0.039634011,0.247272727,-0.316770186
4,7,8,1,4 - 7 - 1,PRICE_8,56,1,-0.428571429,11,-0.733764803,0.050909091,-0.490909091
4,7,9,1,4 - 7 - 1,PRICE_9,42,1,-0.571428571,12,-0.913724638,0,-0.25
4,7,10,1,4 - 7 - 1,PRICE_10,68,1,-0.306122449,9,-0.579513516,0.094545455,0.619047619
4,7,11,1,4 - 7 - 1,PRICE_11,62,1,-0.367346939,10,-0.656639159,0.072727273,-0.088235294
4,7,12,1,4 - 7 - 1,PRICE_12,70,1,-0.285714286,8,-0.553804968,0.101818182,0.129032258
4,8,0,2,4 - 8 - 2,PRICE_0,91,1,0,0,,,0
4,8,1,2,4 - 8 - 2,PRICE_1,80,1,-0.120879121,1,1.445518859,1,-0.120879121
4,8,2,2,4 - 8 - 2,PRICE_2,77,1,-0.153846154,2,1.224077672,0.925,-0.0375
4,8,3,2,4 - 8 - 2,PRICE_3,74,1,-0.186813187,3,1.002636485,0.85,-0.038961039
4,8,4,2,4 - 8 - 2,PRICE_4,70,1,-0.230769231,4,0.707381569,0.75,-0.054054054
4,8,5,2,4 - 8 - 2,PRICE_5,66,1,-0.274725275,5,0.412126654,0.65,-0.057142857
4,8,6,2,4 - 8 - 2,PRICE_6,63,1,-0.307692308,6,0.190685467,0.575,-0.045454545
4,8,7,2,4 - 8 - 2,PRICE_7,60,1,-0.340659341,7,-0.03075572,0.5,-0.047619048
4,8,8,2,4 - 8 - 2,PRICE_8,55,1,-0.395604396,8,-0.399824365,0.375,-0.083333333
4,8,9,2,4 - 8 - 2,PRICE_9,51,1,-0.43956044,9,-0.695079281,0.275,-0.072727273
4,8,10,2,4 - 8 - 2,PRICE_10,46,1,-0.494505495,10,-1.064147926,0.15,-0.098039216
4,8,11,2,4 - 8 - 2,PRICE_11,43,1,-0.527472527,11,-1.285589113,0.075,-0.065217391
4,8,12,2,4 - 8 - 2,PRICE_12,40,1,-0.56043956,12,-1.5070303,0,-0.069767442
4,9,0,0,4 - 9 - 0,PRICE_0,106,2,0,0,,,0
4,9,1,0,4 - 9 - 0,PRICE_1,108,2,0.018867925,6,0.490958374,0.707317073,0.018867925
4,9,2,0,4 - 9 - 0,PRICE_2,102,2,-0.037735849,7,0.294575024,0.634146341,-0.055555556
4,9,3,0,4 - 9 - 0,PRICE_3,128,2,0.20754717,2,1.145569539,0.951219512,0.254901961
4,9,4,0,4 - 9 - 0,PRICE_4,67,2,-0.367924528,8,-0.850994514,0.207317073,-0.4765625
4,9,5,0,4 - 9 - 0,PRICE_5,56,2,-0.471698113,11,-1.211030655,0.073170732,-0.164179104
4,9,6,0,4 - 9 - 0,PRICE_6,50,2,-0.528301887,12,-1.407414004,0,-0.107142857
4,9,7,0,4 - 9 - 0,PRICE_7,132,2,0.245283019,1,1.276491771,1,1.64
4,9,8,0,4 - 9 - 0,PRICE_8,109,2,0.028301887,5,0.523688932,0.719512195,-0.174242424
4,9,9,0,4 - 9 - 0,PRICE_9,119,2,0.122641509,3,0.850994514,0.841463415,0.091743119
4,9,10,0,4 - 9 - 0,PRICE_10,118,2,0.113207547,4,0.818263956,0.829268293,-0.008403361
4,9,11,0,4 - 9 - 0,PRICE_11,67,2,-0.367924528,8,-0.850994514,0.207317073,-0.43220339
4,9,12,0,4 - 9 - 0,PRICE_12,60,2,-0.433962264,10,-1.080108422,0.12195122,-0.104477612
4,10,0,2,4 - 10 - 2,PRICE_0,98,0,0,0,,,0
4,10,1,2,4 - 10 - 2,PRICE_1,84,0,-0.142857143,1,1.51164947,1,-0.142857143
4,10,2,2,4 - 10 - 2,PRICE_2,80,0,-0.183673469,2,1.242911786,0.913043478,-0.047619048
4,10,3,2,4 - 10 - 2,PRICE_3,76,0,-0.224489796,3,0.974174103,0.826086957,-0.05
4,10,4,2,4 - 10 - 2,PRICE_4,71,0,-0.275510204,4,0.638251998,0.717391304,-0.065789474
4,10,5,2,4 - 10 - 2,PRICE_5,68,0,-0.306122449,5,0.436698736,0.652173913,-0.042253521
4,10,6,2,4 - 10 - 2,PRICE_6,64,0,-0.346938776,6,0.167961052,0.565217391,-0.058823529
4,10,7,2,4 - 10 - 2,PRICE_7,60,0,-0.387755102,7,-0.100776631,0.47826087,-0.0625
4,10,8,2,4 - 10 - 2,PRICE_8,55,0,-0.43877551,8,-0.436698736,0.369565217,-0.083333333
4,10,9,2,4 - 10 - 2,PRICE_9,52,0,-0.469387755,9,-0.638251998,0.304347826,-0.054545455
4,10,10,2,4 - 10 - 2,PRICE_10,47,0,-0.520408163,10,-0.974174103,0.195652174,-0.096153846
4,10,11,2,4 - 10 - 2,PRICE_11,43,0,-0.56122449,11,-1.242911786,0.108695652,-0.085106383
4,10,12,2,4 - 10 - 2,PRICE_12,38,0,-0.612244898,12,-1.578833891,0,-0.11627907
5,1,0,3,5 - 1 - 3,PRICE_0,105,3,0,0,,,0
5,1,1,3,5 - 1 - 3,PRICE_1,56,3,-0.466666667,4,-0.3095063,0.156521739,-0.466666667
5,1,2,3,5 - 1 - 3,PRICE_2,52,3,-0.504761905,7,-0.417946463,0.12173913,-0.071428571
5,1,3,3,5 - 1 - 3,PRICE_3,101,3,-0.038095238,3,0.910445539,0.547826087,0.942307692
5,1,4,3,5 - 1 - 3,PRICE_4,121,3,0.152380952,2,1.452646357,0.72173913,0.198019802
5,1,5,3,5 - 1 - 3,PRICE_5,45,3,-0.571428571,9,-0.607716749,0.060869565,-0.628099174
5,1,6,3,5 - 1 - 3,PRICE_6,153,3,0.457142857,1,2.320167664,1,2.4
5,1,7,3,5 - 1 - 3,PRICE_7,43,3,-0.59047619,10,-0.661936831,0.043478261,-0.718954248
5,1,8,3,5 - 1 - 3,PRICE_8,56,3,-0.466666667,4,-0.3095063,0.156521739,0.302325581
5,1,9,3,5 - 1 - 3,PRICE_9,53,3,-0.495238095,6,-0.390836423,0.130434783,-0.053571429
5,1,10,3,5 - 1 - 3,PRICE_10,48,3,-0.542857143,8,-0.526386627,0.086956522,-0.094339623
5,1,11,3,5 - 1 - 3,PRICE_11,43,3,-0.59047619,10,-0.661936831,0.043478261,-0.104166667
5,1,12,3,5 - 1 - 3,PRICE_12,38,3,-0.638095238,12,-0.797487036,0,-0.11627907
5,2,0,3,5 - 2 - 3,PRICE_0,94,3,0,0,,,0
5,2,1,3,5 - 2 - 3,PRICE_1,38,3,-0.595744681,6,-0.454921289,0.08974359,-0.595744681
5,2,2,3,5 - 2 - 3,PRICE_2,35,3,-0.627659574,8,-0.517669053,0.070512821,-0.078947368
5,2,3,3,5 - 2 - 3,PRICE_3,123,3,0.308510638,2,1.322932024,0.634615385,2.514285714
5,2,4,3,5 - 2 - 3,PRICE_4,91,3,-0.031914894,3,0.653622541,0.429487179,-0.260162602
5,2,5,3,5 - 2 - 3,PRICE_5,54,3,-0.425531915,4,-0.120266548,0.192307692,-0.406593407
5,2,6,3,5 - 2 - 3,PRICE_6,180,3,0.914893617,1,2.515139539,1,2.333333333
5,2,7,3,5 - 2 - 3,PRICE_7,40,3,-0.574468085,5,-0.413089446,0.102564103,-0.777777778
5,2,8,3,5 - 2 - 3,PRICE_8,38,3,-0.595744681,6,-0.454921289,0.08974359,-0.05
5,2,9,3,5 - 2 - 3,PRICE_9,35,3,-0.627659574,8,-0.517669053,0.070512821,-0.078947368
5,2,10,3,5 - 2 - 3,PRICE_10,31,3,-0.670212766,10,-0.601332738,0.044871795,-0.114285714
5,2,11,3,5 - 2 - 3,PRICE_11,28,3,-0.70212766,11,-0.664080502,0.025641026,-0.096774194
5,2,12,3,5 - 2 - 3,PRICE_12,24,3,-0.744680851,12,-0.747744187,0,-0.142857143
5,3,0,0,5 - 3 - 0,PRICE_0,93,3,0,0,,,0
5,3,1,0,5 - 3 - 0,PRICE_1,113,3,0.215053763,3,0.969169533,0.830985915,0.215053763
5,3,2,0,5 - 3 - 0,PRICE_2,66,3,-0.290322581,8,-0.811324332,0.169014085,-0.415929204
5,3,3,0,5 - 3 - 0,PRICE_3,58,3,-0.376344086,10,-1.114387118,0.056338028,-0.121212121
5,3,4,0,5 - 3 - 0,PRICE_4,54,3,-0.419354839,12,-1.265918511,0,-0.068965517
5,3,5,0,5 - 3 - 0,PRICE_5,89,3,-0.043010753,6,0.059981176,0.492957746,0.648148148
5,3,6,0,5 - 3 - 0,PRICE_6,125,3,0.344086022,1,1.423763712,1,0.404494382
5,3,7,0,5 - 3 - 0,PRICE_7,111,3,0.193548387,4,0.893403837,0.802816901,-0.112
5,3,8,0,5 - 3 - 0,PRICE_8,66,3,-0.290322581,8,-0.811324332,0.169014085,-0.405405405
5,3,9,0,5 - 3 - 0,PRICE_9,58,3,-0.376344086,10,-1.114387118,0.056338028,-0.121212121
5,3,10,0,5 - 3 - 0,PRICE_10,86,3,-0.075268817,7,-0.053667368,0.450704225,0.482758621
5,3,11,0,5 - 3 - 0,PRICE_11,119,3,0.279569892,2,1.196466623,0.915492958,0.38372093
5,3,12,0,5 - 3 - 0,PRICE_12,104,3,0.11827957,5,0.628223899,0.704225352,-0.12605042
5,4,0,2,5 - 4 - 2,PRICE_0,96,0,0,0,,,0
5,4,1,2,5 - 4 - 2,PRICE_1,82,0,-0.145833333,1,1.568461612,1,-0.145833333
5,4,2,2,5 - 4 - 2,PRICE_2,78,0,-0.1875,2,1.288587421,0.909090909,-0.048780488
5,4,3,2,5 - 4 - 2,PRICE_3,73,0,-0.239583333,3,0.938744682,0.795454545,-0.064102564
5,4,4,2,5 - 4 - 2,PRICE_4,69,0,-0.28125,4,0.658870491,0.704545455,-0.054794521
5,4,5,2,5 - 4 - 2,PRICE_5,65,0,-0.322916667,5,0.3789963,0.613636364,-0.057971014
5,4,6,2,5 - 4 - 2,PRICE_6,61,0,-0.364583333,6,0.099122109,0.522727273,-0.061538462
5,4,7,2,5 - 4 - 2,PRICE_7,58,0,-0.395833333,7,-0.110783534,0.454545455,-0.049180328
5,4,8,2,5 - 4 - 2,PRICE_8,54,0,-0.4375,8,-0.390657725,0.363636364,-0.068965517
5,4,9,2,5 - 4 - 2,PRICE_9,49,0,-0.489583333,9,-0.740500463,0.25,-0.092592593
5,4,10,2,5 - 4 - 2,PRICE_10,46,0,-0.520833333,10,-0.950406107,0.181818182,-0.06122449
5,4,11,2,5 - 4 - 2,PRICE_11,42,0,-0.5625,11,-1.230280298,0.090909091,-0.086956522
5,4,12,2,5 - 4 - 2,PRICE_12,38,0,-0.604166667,12,-1.510154488,0,-0.095238095
5,5,0,0,5 - 5 - 0,PRICE_0,90,2,0,0,,,0
5,5,1,0,5 - 5 - 0,PRICE_1,69,2,-0.233333333,8,-0.742298634,0.216666667,-0.233333333
5,5,2,0,5 - 5 - 0,PRICE_2,64,2,-0.288888889,10,-0.971875531,0.133333333,-0.072463768
5,5,3,0,5 - 5 - 0,PRICE_3,56,2,-0.377777778,12,-1.339198566,0,-0.125
5,5,4,0,5 - 5 - 0,PRICE_4,84,2,-0.066666667,7,-0.053567943,0.466666667,0.5
5,5,5,0,5 - 5 - 0,PRICE_5,115,2,0.277777778,3,1.369808819,0.983333333,0.369047619
5,5,6,0,5 - 5 - 0,PRICE_6,85,2,-0.055555556,6,-0.007652563,0.483333333,-0.260869565
5,5,7,0,5 - 5 - 0,PRICE_7,91,2,0.011111111,5,0.267839713,0.583333333,0.070588235
5,5,8,0,5 - 5 - 0,PRICE_8,116,2,0.288888889,1,1.415724198,1,0.274725275
5,5,9,0,5 - 5 - 0,PRICE_9,69,2,-0.233333333,8,-0.742298634,0.216666667,-0.405172414
5,5,10,0,5 - 5 - 0,PRICE_10,63,2,-0.3,11,-1.01779091,0.116666667,-0.086956522
5,5,11,0,5 - 5 - 0,PRICE_11,116,2,0.288888889,1,1.415724198,1,0.841269841
5,5,12,0,5 - 5 - 0,PRICE_12,94,2,0.044444444,4,0.405585851,0.633333333,-0.189655172
5,6,0,1,5 - 6 - 1,PRICE_0,107,0,0,0,,,0
5,6,1,1,5 - 6 - 1,PRICE_1,96,0,-0.102803738,6,-0.409247001,0.085106383,-0.102803738
5,6,2,1,5 - 6 - 1,PRICE_2,91,0,-0.14953271,7,-0.453094894,0.073286052,-0.052083333
5,6,3,1,5 - 6 - 1,PRICE_3,87,0,-0.186915888,9,-0.488173209,0.063829787,-0.043956044
5,6,4,1,5 - 6 - 1,PRICE_4,83,0,-0.224299065,11,-0.523251523,0.054373522,-0.045977011
5,6,5,1,5 - 6 - 1,PRICE_5,134,0,0.252336449,5,-0.076003015,0.174940898,0.614457831
5,6,6,1,5 - 6 - 1,PRICE_6,193,0,0.803738318,2,0.441402123,0.314420804,0.440298507
5,6,7,1,5 - 6 - 1,PRICE_7,483,0,3.514018692,1,2.984579916,1,1.502590674
5,6,8,1,5 - 6 - 1,PRICE_8,162,0,0.514018692,3,0.169545186,0.241134752,-0.664596273
5,6,9,1,5 - 6 - 1,PRICE_9,146,0,0.364485981,4,0.029231929,0.203309693,-0.098765432
5,6,10,1,5 - 6 - 1,PRICE_10,87,0,-0.186915888,9,-0.488173209,0.063829787,-0.404109589
5,6,11,1,5 - 6 - 1,PRICE_11,90,0,-0.158878505,8,-0.461864473,0.070921986,0.034482759
5,6,12,1,5 - 6 - 1,PRICE_12,60,0,-0.439252336,12,-0.724951831,0,-0.333333333
5,7,0,1,5 - 7 - 1,PRICE_0,109,1,0,0,,,0
5,7,1,1,5 - 7 - 1,PRICE_1,95,1,-0.128440367,6,-0.463277102,0.158415842,-0.128440367
5,7,2,1,5 - 7 - 1,PRICE_2,91,1,-0.165137615,7,-0.525219445,0.138613861,-0.042105263
5,7,3,1,5 - 7 - 1,PRICE_3,86,1,-0.211009174,8,-0.602647373,0.113861386,-0.054945055
5,7,4,1,5 - 7 - 1,PRICE_4,81,1,-0.256880734,10,-0.680075301,0.089108911,-0.058139535
5,7,5,1,5 - 7 - 1,PRICE_5,77,1,-0.293577982,11,-0.742017643,0.069306931,-0.049382716
5,7,6,1,5 - 7 - 1,PRICE_6,143,1,0.311926606,4,0.280031006,0.396039604,0.857142857
5,7,7,1,5 - 7 - 1,PRICE_7,203,1,0.862385321,3,1.209166142,0.693069307,0.41958042
5,7,8,1,5 - 7 - 1,PRICE_8,265,1,1.431192661,1,2.169272449,1,0.305418719
5,7,9,1,5 - 7 - 1,PRICE_9,204,1,0.871559633,2,1.224651728,0.698019802,-0.230188679
5,7,10,1,5 - 7 - 1,PRICE_10,106,1,-0.027522936,5,-0.292935661,0.212871287,-0.480392157
5,7,11,1,5 - 7 - 1,PRICE_11,63,1,-0.422018349,12,-0.958815841,0,-0.405660377
5,7,12,1,5 - 7 - 1,PRICE_12,85,1,-0.220183486,9,-0.618132958,0.108910891,0.349206349
5,8,0,3,5 - 8 - 3,PRICE_0,110,1,0,0,,,0
5,8,1,3,5 - 8 - 3,PRICE_1,98,1,-0.109090909,4,-0.2222552,0.154411765,-0.109090909
5,8,2,3,5 - 8 - 3,PRICE_2,93,1,-0.154545455,6,-0.346884284,0.117647059,-0.051020408
5,8,3,3,5 - 8 - 3,PRICE_3,149,1,0.354545455,2,1.048961458,0.529411765,0.602150538
5,8,4,3,5 - 8 - 3,PRICE_4,134,1,0.218181818,3,0.675074206,0.419117647,-0.100671141
5,8,5,3,5 - 8 - 3,PRICE_5,81,1,-0.263636364,10,-0.645994086,0.029411765,-0.395522388
5,8,6,3,5 - 8 - 3,PRICE_6,213,1,0.936363636,1,2.644213735,1,1.62962963
5,8,7,3,5 - 8 - 3,PRICE_7,77,1,-0.3,12,-0.745697353,0,-0.638497653
5,8,8,3,5 - 8 - 3,PRICE_8,98,1,-0.109090909,4,-0.2222552,0.154411765,0.272727273
5,8,9,3,5 - 8 - 3,PRICE_9,92,1,-0.163636364,7,-0.371810101,0.110294118,-0.06122449
5,8,10,3,5 - 8 - 3,PRICE_10,87,1,-0.209090909,8,-0.496439185,0.073529412,-0.054347826
5,8,11,3,5 - 8 - 3,PRICE_11,83,1,-0.245454545,9,-0.596142452,0.044117647,-0.045977011
5,8,12,3,5 - 8 - 3,PRICE_12,78,1,-0.290909091,11,-0.720771536,0.007352941,-0.060240964
5,9,0,3,5 - 9 - 3,PRICE_0,94,3,0,0,,,0
5,9,1,3,5 - 9 - 3,PRICE_1,47,3,-0.5,5,-0.31920395,0.135338346,-0.5
5,9,2,3,5 - 9 - 3,PRICE_2,87,3,-0.074468085,2,0.744809217,0.436090226,0.85106383
5,9,3,3,5 - 9 - 3,PRICE_3,85,3,-0.095744681,3,0.691608558,0.421052632,-0.022988506
5,9,4,3,5 - 9 - 3,PRICE_4,61,3,-0.35106383,4,0.053200658,0.240601504,-0.282352941
5,9,5,3,5 - 9 - 3,PRICE_5,162,3,0.723404255,1,2.739833904,1,1.655737705
5,9,6,3,5 - 9 - 3,PRICE_6,41,3,-0.563829787,8,-0.478805925,0.090225564,-0.74691358
5,9,7,3,5 - 9 - 3,PRICE_7,47,3,-0.5,5,-0.31920395,0.135338346,0.146341463
5,9,8,3,5 - 9 - 3,PRICE_8,43,3,-0.542553191,7,-0.425605267,0.105263158,-0.085106383
5,9,9,3,5 - 9 - 3,PRICE_9,39,3,-0.585106383,9,-0.532006583,0.07518797,-0.093023256
5,9,10,3,5 - 9 - 3,PRICE_10,35,3,-0.627659574,10,-0.6384079,0.045112782,-0.102564103
5,9,11,3,5 - 9 - 3,PRICE_11,32,3,-0.659574468,11,-0.718208888,0.022556391,-0.085714286
5,9,12,3,5 - 9 - 3,PRICE_12,29,3,-0.691489362,12,-0.798009875,0,-0.09375
5,10,0,0,5 - 10 - 0,PRICE_0,100,3,0,0,,,0
5,10,1,0,5 - 10 - 0,PRICE_1,73,3,-0.27,8,-0.769992396,0.236842105,-0.27
5,10,2,0,5 - 10 - 0,PRICE_2,66,3,-0.34,10,-1.032916629,0.144736842,-0.095890411
5,10,3,0,5 - 10 - 0,PRICE_3,107,3,0.07,6,0.507068163,0.684210526,0.621212121
5,10,4,0,5 - 10 - 0,PRICE_4,92,3,-0.08,7,-0.056340907,0.486842105,-0.140186916
5,10,5,0,5 - 10 - 0,PRICE_5,131,3,0.31,1,1.408522676,1,0.423913043
5,10,6,0,5 - 10 - 0,PRICE_6,114,3,0.14,3,0.769992396,0.776315789,-0.129770992
5,10,7,0,5 - 10 - 0,PRICE_7,108,3,0.08,5,0.544628768,0.697368421,-0.052631579
5,10,8,0,5 - 10 - 0,PRICE_8,129,3,0.29,2,1.333401467,0.973684211,0.194444444
